"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Zoetermeer","Zoetermeer","52.0575","4.49306","The Netherlands","NL","","South Holland","","115845","5225"
"São Gonçalo do Amarante","Sao Goncalo do Amarante","-5.79333","-35.32944","Brazil","BR","","Rio Grande do Norte","","115838","5226"
"Sri Jayewardenepura Kotte","Sri Jayewardenepura Kotte","6.88297","79.90708","Sri Lanka","LK","","Western Province","","115826","5227"
"Nasushiobara","Nasushiobara","36.97682","140.06642","Japan","JP","","Tochigi","","115794","5228"
"Catanduva","Catanduva","-21.13778","-48.97278","Brazil","BR","","São Paulo","","115791","5229"
"Várzea Paulista","Varzea Paulista","-23.21139","-46.82833","Brazil","BR","","São Paulo","","115771","5230"
"Baisha","Baisha","29.06226","106.1189","China","CN","","Chongqing","","115761","5231"
"Banī Mazār","Bani Mazar","28.49456","30.80526","Egypt","EG","","Minya","","115759","5232"
"Urasoe","Urasoe","26.25902","127.73012","Japan","JP","","Okinawa","","115690","5233"
"Santana","Santana","-23.49032","-46.6387","Brazil","BR","","São Paulo","","115689","5234"
"Yelets","Yelets","52.61435","38.50935","Russia","RU","","Lipetsk Oblast","","115688","5235"
"Suan Luang","Suan Luang","13.73028","100.65138","Thailand","TH","","Bangkok","","115658","5236"
"Parla","Parla","40.23604","-3.76752","Spain","ES","","Madrid","","115611","5237"
"Mỹ Hào","My Hao","20.91667","106.08333","Vietnam","VN","","Hưng Yên Province","","115608","5238"
"Anliu","Anliu","23.69824","115.67953","China","CN","","Guangdong","","115560","5239"
"Ribeirão Pires","Ribeirao Pires","-23.71056","-46.41333","Brazil","BR","","São Paulo","","115559","5240"
"Recanto das Emas","Recanto das Emas","-15.90864","-48.06447","Brazil","BR","","Federal District","","115550","5241"
"Chunga","Chunga","-15.31737","28.26868","Zambia","ZM","","Lusaka Province","","115539","5242"
"Novo-Peredelkino","Novo-Peredelkino","55.64528","37.33583","Russia","RU","","Moscow","","115536","5243"
"Baidyabāti","Baidyabati","22.78498","88.32586","India","IN","","West Bengal","","115504","5244"
"Okigwe","Okigwe","5.82917","7.35056","Nigeria","NG","","Imo State","","115499","5245"
"Ar Rifā‘","Ar Rifa'","26.13","50.555","Bahrain","BH","","Southern Governorate","","115495","5246"
"Uzhhorod","Uzhhorod","48.6242","22.2947","Ukraine","UA","","Zakarpattia","","115449","5247"
"Kasese","Kasese","0.18333","30.08333","Uganda","UG","","Western Region","","115400","5248"
"Lengshuijiang","Lengshuijiang","27.68806","111.42944","China","CN","","Hunan","","115399","5249"
"Tianfu","Tianfu","37.26366","122.05228","China","CN","","Shandong","","115370","5250"
"Arvada","Arvada","39.80276","-105.08748","United States","US","","Colorado","","115368","5251"
"Otaru","Otaru","43.18944","141.00222","Japan","JP","","Hokkaido","","115333","5252"
"Tayabas","Tayabas","14.0259","121.5929","Philippines","PH","","Calabarzon","","115318","5253"
"Inkisi","Inkisi","-5.13122","15.0541","Democratic Republic of the Congo","CD","","Bas-Congo","","115317","5254"
"Iriga City","Iriga City","13.4324","123.4115","Philippines","PH","","Bicol Region","","115306","5255"
"Vacoas","Vacoas","-20.29806","57.47833","Mauritius","MU","","Plaines Wilhems","","115289","5256"
"Beaumont","Beaumont","30.08605","-94.10185","United States","US","","Texas","","115282","5257"
"Vlorë","Vlore","40.4696","19.48379","Albania","AL","","Vlorë County","","115261","5258"
"Sanxia","Sanxia","24.93448","121.37139","Taiwan","TW","","Taipei","","115185","5259"
"Provo","Provo","40.23384","-111.65853","United States","US","","Utah","","115162","5260"
"Bastī","Basti","26.78817","82.71617","India","IN","","Uttar Pradesh","","115115","5261"
"Peoria","Peoria","40.69365","-89.58899","United States","US","","Illinois","","115070","5262"
"Ezeiza","Ezeiza","-34.8544","-58.52474","Argentina","AR","","Buenos Aires","","115021","5263"
"Xiva","Xiva","41.38555","60.36408","Uzbekistan","UZ","","Xorazm Region","","115000","5264"
"Amasya","Amasya","40.65333","35.83306","Turkey","TR","","Amasya","","114921","5265"
"Mendoza","Mendoza","-32.88946","-68.84582","Argentina","AR","","Mendoza","","114893","5266"
"Balkh","Balkh","36.75635","66.8972","Afghanistan","AF","","Balkh","","114883","5267"
"Mingshui","Mingshui","36.71667","117.5","China","CN","","Shandong","","114858","5268"
"Vila Medeiros","Vila Medeiros","-23.48874","-46.57762","Brazil","BR","","São Paulo","","114839","5269"
"Phong Điền","Phong GJien","16.58321","107.36438","Vietnam","VN","","Thừa Thiên Huế Province","","114820","5270"
"Wang Thonglang","Wang Thonglang","13.78546","100.61165","Thailand","TH","","Bangkok","","114768","5271"
"Carlsbad","Carlsbad","33.15809","-117.35059","United States","US","","California","","114746","5272"
"Mandera","Mandera","3.93726","41.85688","Kenya","KE","","Mandera County","","114718","5273"
"Qiaotou","Qiaotou","36.935","101.67361","China","CN","","Qinghai","","114712","5274"
"Gyumri","Gyumri","40.79305","43.84635","Armenia","AM","","Shirak","","114667","5275"
"Silopi","Silopi","37.24379","42.46345","Turkey","TR","","Şırnak","","114645","5276"
"Gangavati","Gangavati","15.4313","76.52933","India","IN","","Karnataka","","114642","5277"
"Ambur","Ambur","12.79163","78.71644","India","IN","","Tamil Nadu","","114608","5278"
"Gorzów Wielkopolski","Gorzow Wielkopolski","52.73371","15.22505","Poland","PL","","Lubusz","","114567","5279"
"Simões Filho","Simoes Filho","-12.78444","-38.40389","Brazil","BR","","Bahia","","114559","5280"
"Giridih","Giridih","24.18622","86.30875","India","IN","","Jharkhand","","114533","5281"
"Phool Nagar","Phool Nagar","31.2024","73.94857","Pakistan","PK","","Punjab","","114530","5282"
"Quezon","Quezon","7.73028","125.09889","Philippines","PH","","Northern Mindanao","","114521","5283"
"Aryanah","Aryanah","36.86012","10.19337","Tunisia","TN","","Ariana Governorate","","114486","5284"
"Tungipara","Tungipara","22.89983","89.90326","Bangladesh","BD","","Dhaka Division","","114482","5285"
"Ichinoseki","Ichinoseki","38.91667","141.13333","Japan","JP","","Iwate","","114476","5286"
"Khenchela","Khenchela","35.43583","7.14333","Algeria","DZ","","Khenchela","","114472","5287"
"Khon Kaen","Khon Kaen","16.44671","102.833","Thailand","TH","","Khon Kaen","","114459","5288"
"Odessa","Odessa","31.84568","-102.36764","United States","US","","Texas","","114428","5289"
"Catalão","Catalao","-18.16583","-47.94639","Brazil","BR","","Goiás","","114427","5290"
"Tando Muhammad Khan","Tando Muhammad Khan","25.12384","68.53677","Pakistan","PK","","Sindh","","114406","5291"
"Springfield","Springfield","39.80172","-89.64371","United States","US","","Illinois","","114394","5292"
"Somaroboro","Somaroboro","-25.34604","28.83431","South Africa","ZA","","Mpumalanga","","114369","5293"
"Guadalajara de Buga","Guadalajara de Buga","3.90089","-76.29783","Colombia","CO","","Valle del Cauca Department","","114316","5294"
"Pamanukan","Pamanukan","-6.28417","107.81056","Indonesia","ID","","West Java","","114290","5295"
"Codó","Codo","-4.45528","-43.88556","Brazil","BR","","Maranhão","","114275","5296"
"Pleiku","Pleiku","13.98333","108","Vietnam","VN","","Gia Lai","","114225","5297"
"Downey","Downey","33.94001","-118.13257","United States","US","","California","","114219","5298"
"Lower Hutt","Lower Hutt","-41.21667","174.91667","New Zealand","NZ","","Wellington Region","","114200","5299"
"Yuyao","Yuyao","30.05","121.14944","China","CN","","Zhejiang","","114177","5300"
"Rānyah","Ranyah","36.25511","44.88239","Iraq","IQ","","Sulaymaniyah","","114173","5301"
"Hatsukaichi","Hatsukaichi","34.35","132.33333","Japan","JP","","Hiroshima","","114173","5302"
"Tung Chung","Tung Chung","22.28783","113.94243","Hong Kong","HK","","Islands","","114100","5303"
"Siirt","Siirt","37.9293","41.94134","Turkey","TR","","Siirt","","114034","5304"
"Korolyov","Korolyov","50.24487","28.70013","Ukraine","UA","","Zhytomyr","","114034","5305"
"Zhaozhou","Zhaozhou","45.70595","125.26606","China","CN","","Heilongjiang","","114009","5306"
"Villa Lugano","Villa Lugano","-34.67907","-58.47263","Argentina","AR","","Buenos Aires F.D.","","114000","5307"
"Ochakovo-Matveyevskoye","Ochakovo-Matveyevskoye","55.68432","37.44654","Russia","RU","","Moscow","","114000","5308"
"Punta Cardón","Punta Cardon","11.65806","-70.215","Venezuela","VE","","Falcón","","113999","5309"
"Akishima","Akishima","35.72085","139.37999","Japan","JP","","Tokyo","","113949","5310"
"Chililabombwe","Chililabombwe","-12.36475","27.82286","Zambia","ZM","","Copperbelt","","113876","5311"
"Rivière-des-Prairies–Pointe-aux-Trembles","Riviere-des-Prairies-Pointe-aux-Trembles","45.64064","-73.58463","Canada","CA","","Quebec","","113868","5312"
"Worthing","Worthing","50.81795","-0.37538","United Kingdom","GB","","England","","113866","5313"
"Navojoa","Navojoa","27.07057","-109.44345","Mexico","MX","","Sonora","","113836","5314"
"Offa","Offa","8.14911","4.72074","Nigeria","NG","","Kwara State","","113830","5315"
"Tobolsk","Tobolsk","58.19807","68.25457","Russia","RU","","Tyumen Oblast","","113800","5316"
"Tōkai","Tokai","35.02269","136.90887","Japan","JP","","Aichi","","113787","5317"
"Wardha","Wardha","20.73933","78.59784","India","IN","","Maharashtra","","113759","5318"
"Wansheng","Wansheng","28.9629","106.92844","China","CN","","Chongqing","","113751","5319"
"Eunápolis","Eunapolis","-16.3775","-39.58028","Brazil","BR","","Bahia","","113710","5320"
"Wayaobu","Wayaobu","37.13611","109.65972","China","CN","","Shaanxi","","113698","5321"
"Hikone","Hikone","35.25","136.25","Japan","JP","","Shiga","","113647","5322"
"Nagahama","Nagahama","35.38333","136.26667","Japan","JP","","Shiga","","113636","5323"
"Pingshan","Pingshan","22.99376","114.71311","China","CN","","Guangdong","","113631","5324"
"Songyuan","Songyuan","45.12902","124.82769","China","CN","","Jilin","","113611","5325"
"Maba","Maba","24.68413","113.59839","China","CN","","Guangdong","","113609","5326"
"Fujimino","Fujimino","35.90196","139.52489","Japan","JP","","Saitama","","113597","5327"
"Doncaster","Doncaster","53.52285","-1.13116","United Kingdom","GB","","England","","113566","5328"
"Bình Thủy","Binh Thuy","10.07431","105.73974","Vietnam","VN","","Can Tho City","","113565","5329"
"Dumaguete","Dumaguete","9.30646","123.30769","Philippines","PH","","Central Visayas","","113541","5330"
"Budapest XIII. kerület","Budapest XIII. keruelet","47.52978","19.08068","Hungary","HU","","Budapest","","113531","5331"
"Nippes","Nippes","50.96545","6.95314","Germany","DE","","North Rhine-Westphalia","","113487","5332"
"Jaén","Jaen","37.76922","-3.79028","Spain","ES","","Andalusia","","113457","5333"
"Chengqiao","Chengqiao","31.63082","121.39252","China","CN","","Shanghai","","113442","5334"
"Chorzów","Chorzow","50.30582","18.9742","Poland","PL","","Silesia","","113430","5335"
"Porz am Rhein","Porz am Rhein","50.88637","7.0583","Germany","DE","","North Rhine-Westphalia","","113415","5336"
"Louga","Louga","15.61867","-16.22436","Senegal","SN","","Louga","","113365","5337"
"Elmhurst","Elmhurst","40.73649","-73.87791","United States","US","","New York","","113364","5338"
"Hoàng Mai","Hoang Mai","19.26758","105.71594","Vietnam","VN","","Nghệ An Province","","113360","5339"
"Kamsar","Kamsar","10.65","-14.61667","Guinea","GN","","Boké Region","","113350","5340"
"Itabira","Itabira","-19.61917","-43.22694","Brazil","BR","","Minas Gerais","","113343","5341"
"Yaritagua","Yaritagua","10.08081","-69.1242","Venezuela","VE","","Yaracuy","","113343","5342"
"Khwisero","Khwisero","0.17124","34.59466","Kenya","KE","","Kakamega County","","113294","5343"
"Costa Mesa","Costa Mesa","33.64113","-117.91867","United States","US","","California","","113204","5344"
"Miami Gardens","Miami Gardens","25.94204","-80.2456","United States","US","","Florida","","113187","5345"
"Chesterfield","Chesterfield","53.25","-1.41667","United Kingdom","GB","","England","","113057","5346"
"North Peoria","North Peoria","40.71754","-89.58426","United States","US","","Illinois","","113004","5347"
"Shchyolkovo","Shchyolkovo","55.92497","37.97218","Russia","RU","","Moscow Oblast","","113000","5348"
"Al Fashn","Al Fashn","28.82306","30.89903","Egypt","EG","","Beni Suweif","","112999","5349"
"Fairfield","Fairfield","38.24936","-122.03997","United States","US","","California","","112970","5350"
"Guanabacoa","Guanabacoa","23.12518","-82.30067","Cuba","CU","","Havana","","112964","5351"
"Hammanskraal","Hammanskraal","-25.40892","28.287","South Africa","ZA","","North West","","112950","5352"
"Ōshū","Oshu","39.13927","141.1685","Japan","JP","","Iwate","","112937","5353"
"Taourirt","Taourirt","34.40731","-2.89732","Morocco","MA","","Oriental","","112908","5354"
"Paulo Afonso","Paulo Afonso","-9.40611","-38.21472","Brazil","BR","","Bahia","","112870","5355"
"Ţalkhā","Talkha","31.0539","31.37787","Egypt","EG","","Dakahlia","","112851","5356"
"Neili","Neili","24.9725","121.26139","Taiwan","TW","","Taiwan","","112845","5357"
"Vihari","Vihari","30.0445","72.3556","Pakistan","PK","","Punjab","","112840","5358"
"Taonan","Taonan","45.33319","122.78464","China","CN","","Jilin","","112819","5359"
"Youkaichi","Youkaichi","35.11626","136.19768","Japan","JP","","Shiga","","112819","5360"
"Kazo","Kazo","36.11667","139.6","Japan","JP","","Saitama","","112792","5361"
"Santa Lucía Cotzumalguapa","Santa Lucia Cotzumalguapa","14.33505","-91.02339","Guatemala","GT","","Escuintla","","112780","5362"
"Jönköping","Joenkoeping","57.78145","14.15618","Sweden","SE","","Jönköping","","112766","5363"
"City of Port Phillip","City of Port Phillip","-37.83382","144.93834","Australia","AU","","Victoria","","112669","5364"
"Tadepalligudem","Tadepalligudem","16.81467","81.52717","India","IN","","Andhra Pradesh","","112655","5365"
"Haikou","Haikou","24.77985","102.57548","China","CN","","Yunnan","","112644","5366"
"Lansing","Lansing","42.73253","-84.55553","United States","US","","Michigan","","112644","5367"
"Chanduasi","Chanduasi","28.45178","78.78277","India","IN","","Uttar Pradesh","","112635","5368"
"Bagaha","Bagaha","27.09918","84.09003","India","IN","","Bihar","","112634","5369"
"Nefteyugansk","Nefteyugansk","61.09979","72.60349","Russia","RU","","Khanty-Mansia","","112632","5370"
"Reutlingen","Reutlingen","48.49144","9.20427","Germany","DE","","Baden-Wurttemberg","","112627","5371"
"Bushwick","Bushwick","40.69427","-73.91875","United States","US","","New York","","112620","5372"
"Upata","Upata","8.0162","-62.40561","Venezuela","VE","","Bolívar","","112617","5373"
"Shaowu","Shaowu","27.34089","117.4831","China","CN","","Fujian","","112585","5374"
"Mengmao","Mengmao","24.00139","97.86499","China","CN","","Yunnan","","112578","5375"
"Tangará da Serra","Tangara da Serra","-14.61944","-57.48583","Brazil","BR","","Mato Grosso","","112547","5376"
"Lawang","Lawang","-7.8353","112.6947","Indonesia","ID","","East Java","","112540","5377"
"Itacoatiara","Itacoatiara","-3.14306","-58.44417","Brazil","BR","","Amazonas","","112520","5378"
"Bouskoura","Bouskoura","33.44976","-7.65239","Morocco","MA","","Casablanca-Settat","","112501","5379"
"Satu Mare","Satu Mare","47.79926","22.86255","Romania","RO","","Satu Mare County","","112490","5380"
"Cubatão","Cubatao","-23.895","-46.42528","Brazil","BR","","São Paulo","","112476","5381"
"Kaiyuan","Kaiyuan","42.53306","124.04028","China","CN","","Liaoning","","112462","5382"
"Kamalia","Kamalia","30.72708","72.64607","Pakistan","PK","","Punjab","","112426","5383"
"Kisii","Kisii","-0.68174","34.76666","Kenya","KE","","Kisii County","","112417","5384"
"Petržalka","Petrzalka","48.12331","17.12866","Slovakia","SK","","Bratislava Region","","112380","5385"
"Ermelino Matarazzo","Ermelino Matarazzo","-23.49472","-46.47389","Brazil","BR","","São Paulo","","112333","5386"
"Achalpur","Achalpur","21.25665","77.51006","India","IN","","Maharashtra","","112311","5387"
"Guanare","Guanare","9.03934","-69.73364","Venezuela","VE","","Portuguesa","","112286","5388"
"Wuzhishan","Wuzhishan","18.78229","109.5013","China","CN","","Hainan","","112269","5389"
"Gravesend","Gravesend","40.5976","-73.96514","United States","US","","New York","","112229","5390"
"Rochester","Rochester","44.02163","-92.4699","United States","US","","Minnesota","","112225","5391"
"Gondal","Gondal","21.96074","70.80255","India","IN","","Gujarat","","112197","5392"
"Farīdpur","Faridpur","23.60612","89.84064","Bangladesh","BD","","Dhaka Division","","112187","5393"
"Apopa","Apopa","13.80722","-89.17917","El Salvador","SV","","San Salvador Department","","112158","5394"
"Carmona","Carmona","14.3132","121.0576","Philippines","PH","","Calabarzon","","112140","5395"
"Laoag","Laoag","18.1978","120.5957","Philippines","PH","","Ilocos","","112117","5396"
"Elgin","Elgin","42.03725","-88.28119","United States","US","","Illinois","","112111","5397"
"Dharashiv","Dharashiv","18.18158","76.03889","India","IN","","Maharashtra","","112085","5398"
"Xigang","Xigang","38.55258","106.34805","China","CN","","Ningxia","","112061","5399"
"Chóngfú","Chongfu","30.53113","120.4309","China","CN","","Zhejiang","","112060","5400"
"Taipa","Taipa","22.15583","113.55694","Macao","MO","","Our Lady of Carmo","","112051","5401"
"Port Blair","Port Blair","11.66613","92.74635","India","IN","","Andaman and Nicobar","","112050","5402"
"Minatitlán","Minatitlan","18.00011","-94.5569","Mexico","MX","","Veracruz","","112046","5403"
"Esuk Oron","Esuk Oron","4.80293","8.25341","Nigeria","NG","","Akwa Ibom State","","112033","5404"
"Atbara","Atbara","17.70217","33.98638","Sudan","SD","","River Nile","","112021","5405"
"Paulínia","Paulinia","-22.76111","-47.15417","Brazil","BR","","São Paulo","","112003","5406"
"Vicenza","Vicenza","45.54672","11.5475","Italy","IT","","Veneto","","111980","5407"
"Ciudad Guzmán","Ciudad Guzman","19.70413","-103.46383","Mexico","MX","","Jalisco","","111975","5408"
"Ballarat","Ballarat","-37.56622","143.84957","Australia","AU","","Victoria","","111973","5409"
"West Jordan","West Jordan","40.60967","-111.9391","United States","US","","Utah","","111946","5410"
"Passos","Passos","-20.71889","-46.60972","Brazil","BR","","Minas Gerais","","111939","5411"
"Bagalkot","Bagalkot","16.18673","75.69614","India","IN","","Karnataka","","111933","5412"
"Lomas de Zamora","Lomas de Zamora","-34.7574","-58.40279","Argentina","AR","","Buenos Aires","","111897","5413"
"Yeoju","Yeoju","37.29583","127.63389","South Korea","KR","","Gyeonggi-do","","111897","5414"
"Dūmā","Duma","33.57175","36.4027","Syria","SY","","Rif-dimashq","","111864","5415"
"Winterthur","Winterthur","47.50564","8.72413","Switzerland","CH","","Zurich","","111840","5416"
"Novokuybyshevsk","Novokuybyshevsk","53.09709","49.94001","Russia","RU","","Samara Oblast","","111800","5417"
"Bou Saâda","Bou Saada","35.20855","4.17402","Algeria","DZ","","M'Sila","","111787","5418"
"Marituba","Marituba","-1.35528","-48.34194","Brazil","BR","","Pará","","111785","5419"
"Abnūb","Abnub","27.26881","31.15232","Egypt","EG","","Asyut","","111785","5420"
"Qūchān","Quchan","37.106","58.50955","Iran","IR","","Razavi Khorasan","","111752","5421"
"Kuningan","Kuningan","-6.97583","108.48306","Indonesia","ID","","West Java","","111742","5422"
"Suriāpet","Suriapet","17.14054","79.62045","India","IN","","Telangana","","111729","5423"
"Kandy","Kandy","7.2906","80.6336","Sri Lanka","LK","","Central Province","","111701","5424"
"Zefta","Zefta","30.7142","31.24425","Egypt","EG","","Gharbia","","111700","5425"
"Nova Lima","Nova Lima","-19.98556","-43.84667","Brazil","BR","","Minas Gerais","","111697","5426"
"Bangaon","Bangaon","23.04553","88.83084","India","IN","","West Bengal","","111693","5427"
"Araxá","Araxa","-19.59333","-46.94056","Brazil","BR","","Minas Gerais","","111691","5428"
"Inglewood","Inglewood","33.96168","-118.35313","United States","US","","California","","111666","5429"
"Kilis","Kilis","36.71611","37.115","Turkey","TR","","Kilis","","111648","5430"
"Conselheiro Lafaiete","Conselheiro Lafaiete","-20.66028","-43.78611","Brazil","BR","","Minas Gerais","","111596","5431"
"Terrebonne","Terrebonne","45.70004","-73.64732","Canada","CA","","Quebec","","111575","5432"
"Resende","Resende","-22.46889","-44.44667","Brazil","BR","","Rio de Janeiro","","111514","5433"
"Kyimyindine","Kyimyindine","16.80852","96.12415","Myanmar","MM","","Yangon","","111514","5434"
"Set Ka Lay","Set Ka Lay","16.81435","96.11393","Myanmar","MM","","Yangon","","111514","5435"
"Chelmsford","Chelmsford","51.73575","0.46958","United Kingdom","GB","","England","","111511","5436"
"Masjed Soleymān","Masjed Soleyman","31.9364","49.3039","Iran","IR","","Khuzestan","","111510","5437"
"Marzahn","Marzahn","52.54525","13.56983","Germany","DE","","State of Berlin","","111508","5438"
"Chiquimula","Chiquimula","14.8009","-89.54641","Guatemala","GT","","Chiquimula","","111505","5439"
"Cileunyi","Cileunyi","-6.93889","107.75278","Indonesia","ID","","West Java","","111476","5440"
"Ashoknagar Kalyangarh","Ashoknagar Kalyangarh","22.86416","88.63701","India","IN","","West Bengal","","111475","5441"
"Mongu","Mongu","-15.24835","23.12741","Zambia","ZM","","Western Province","","111450","5442"
"Mulhouse","Mulhouse","47.75205","7.32866","France","FR","","Grand Est","","111430","5443"
"Al Fqih Ben Çalah","Al Fqih Ben Calah","32.50213","-6.68771","Morocco","MA","","Beni Mellal-Khenifra","","111402","5444"
"Pulilan","Pulilan","14.90167","120.84917","Philippines","PH","","Central Luzon","","111384","5445"
"Beau Bassin-Rose Hill","Beau Bassin-Rose Hill","-20.23325","57.46609","Mauritius","MU","","Plaines Wilhems","","111355","5446"
"Tuscaloosa","Tuscaloosa","33.20984","-87.56917","United States","US","","Alabama","","111338","5447"
"Sogamoso","Sogamoso","5.71434","-72.93391","Colombia","CO","","Boyacá","","111336","5448"
"Sainte-Foy","Sainte-Foy","46.78139","-71.29217","Canada","CA","","Quebec","","111300","5449"
"Mbale","Mbale","1.08209","34.17503","Uganda","UG","","Eastern Region","","111300","5450"
"São Lourenço da Mata","Sao Lourenco da Mata","-8.00222","-35.01833","Brazil","BR","","Pernambuco","","111249","5451"
"Montreuil","Montreuil","48.86415","2.44322","France","FR","","Île-de-France","","111240","5452"
"Terni","Terni","42.56335","12.64329","Italy","IT","","Umbria","","111189","5453"
"Deesa","Deesa","24.25612","72.17928","India","IN","","Gujarat","","111160","5454"
"Navadwīp","Navadwip","23.4067","88.36861","India","IN","","West Bengal","","111123","5455"
"Maran","Maran","3.586","102.773","Malaysia","MY","","Pahang","","111056","5456"
"Nandurbar","Nandurbar","21.36671","74.24051","India","IN","","Maharashtra","","111037","5457"
"Kasuga","Kasuga","33.52594","130.4611","Japan","JP","","Fukuoka","","111023","5458"
"Nsukka","Nsukka","6.85783","7.39577","Nigeria","NG","","Enugu State","","111017","5459"
"Nguru","Nguru","12.87695","10.45536","Nigeria","NG","","Yobe State","","111014","5460"
"Mabopane","Mabopane","-25.509","28.064","South Africa","ZA","","Gauteng","","110972","5461"
"Namur","Namur","50.4669","4.86746","Belgium","BE","","Wallonia","","110939","5462"
"Encheng","Encheng","22.18659","112.30424","China","CN","","Guangdong","","110921","5463"
"Turhal","Turhal","40.3875","36.08111","Turkey","TR","","Tokat Province","","110884","5464"
"Gò Vấp","Go Vap","10.81667","106.68333","Vietnam","VN","","Ho Chi Minh City (HCMC)","","110850","5465"
"Bandar-e Anzalī","Bandar-e Anzali","37.47318","49.45785","Iran","IR","","Gilan Province","","110826","5466"
"Richardson","Richardson","32.94818","-96.72972","United States","US","","Texas","","110815","5467"
"Bokhtar","Bokhtar","37.83654","68.77762","Tajikistan","TJ","","Khatlon Province","","110800","5468"
"Hadejia","Hadejia","12.45347","10.04115","Nigeria","NG","","Jigawa State","","110753","5469"
"Zhuji","Zhuji","29.71877","120.24233","China","CN","","Zhejiang","","110721","5470"
"Perpignan","Perpignan","42.69764","2.89541","France","FR","","Occitanie","","110706","5471"
"Lowell","Lowell","42.63342","-71.31617","United States","US","","Massachusetts","","110699","5472"
"Manacapuru","Manacapuru","-3.29972","-60.62056","Brazil","BR","","Amazonas","","110691","5473"
"East Independence","East Independence","39.09556","-94.35523","United States","US","","Missouri","","110675","5474"
"Caen","Caen","49.18585","-0.35912","France","FR","","Normandy","","110624","5475"
"Kyivskyi","Kyivskyi","49.60902","34.52933","Ukraine","UA","","Poltava","","110600","5476"
"São Pedro da Aldeia","Sao Pedro da Aldeia","-22.83917","-42.10278","Brazil","BR","","Rio de Janeiro","","110556","5477"
"Yenangyaung","Yenangyaung","20.46504","94.8712","Myanmar","MM","","Magway","","110553","5478"
"Gresham","Gresham","45.49818","-122.43148","United States","US","","Oregon","","110553","5479"
"Antioch","Antioch","38.00492","-121.80579","United States","US","","California","","110542","5480"
"Manzini","Manzini","-26.49884","31.38004","Eswatini","SZ","","Manzini Region","","110537","5481"
"St. John's","St. John's","47.56494","-52.70931","Canada","CA","","Newfoundland and Labrador","","110525","5482"
"Delicias","Delicias","41.64928","-0.90757","Spain","ES","","Aragon","","110520","5483"
"Masindi","Masindi","1.67444","31.715","Uganda","UG","","Western Region","","110500","5484"
"Kfar Saba","Kfar Saba","32.175","34.90694","Israel","IL","","Central District","","110456","5485"
"Matsutō","Matsuto","36.51667","136.56667","Japan","JP","","Ishikawa","","110408","5486"
"Cambridge","Cambridge","42.3751","-71.10561","United States","US","","Massachusetts","","110402","5487"
"Sultānpur","Sultanpur","26.25788","82.07269","India","IN","","Uttar Pradesh","","110368","5488"
"Delhi Cantonment","Delhi Cantonment","28.6","77.13333","India","IN","","Delhi","","110351","5489"
"Firozpur","Firozpur","30.92574","74.61311","India","IN","","Punjab","","110313","5490"
"Bayugan","Bayugan","8.75611","125.7675","Philippines","PH","","Caraga","","110313","5491"
"High Point","High Point","35.95569","-80.00532","United States","US","","North Carolina","","110268","5492"
"Datun","Datun","34.80923","116.90174","China","CN","","Jiangsu","","110258","5493"
"Manchester","Manchester","42.99564","-71.45479","United States","US","","New Hampshire","","110229","5494"
"Geylang","Geylang","1.31953","103.88689","Singapore","SG","","00","","110201","5495"
"Kresek","Kresek","-6.13139","106.37972","Indonesia","ID","","West Java","","110182","5496"
"Bender","Bender","46.83158","29.47671","Moldova","MD","","Bender Municipality","","110175","5497"
"Mbombela","Mbombela","-25.47512","30.96935","South Africa","ZA","","Mpumalanga","","110159","5498"
"Rodenkirchen","Rodenkirchen","50.89328","6.99481","Germany","DE","","North Rhine-Westphalia","","110158","5499"
"Sembawang Estate","Sembawang Estate","1.45083","103.82861","Singapore","SG","","00","","110090","5500"
"Tubarão","Tubarao","-28.46667","-49.00694","Brazil","BR","","Santa Catarina","","110088","5501"
"Gabès","Gabes","33.88146","10.0982","Tunisia","TN","","Gabès Governorate","","110075","5502"
"Orkney","Orkney","-26.98023","26.67272","South Africa","ZA","","North West","","110052","5503"
"Qingnian","Qingnian","36.84092","115.71087","China","CN","","Shandong","","110046","5504"
"Temecula","Temecula","33.49364","-117.14836","United States","US","","California","","110003","5505"
"Lucapa","Lucapa","-8.41915","20.74466","Angola","AO","","Luanda Norte","","110000","5506"
"Mendip","Mendip","51.2372","-2.6266","United Kingdom","GB","","England","","110000","5507"
"Qal‘at Sukkar","Qal'at Sukkar","31.8632","46.07321","Iraq","IQ","","Dhi Qar","","110000","5508"
"An Nu‘mānīyah","An Nu'maniyah","32.55621","45.41293","Iraq","IQ","","Wasit","","110000","5509"
"Kufa","Kufa","32.05114","44.44017","Iraq","IQ","","Najaf","","110000","5510"
"Ressano Garcia","Ressano Garcia","-25.44278","31.99528","Mozambique","MZ","","Maputo Province","","110000","5511"
"Noyabrsk","Noyabrsk","63.19309","75.43728","Russia","RU","","Yamalo-Nenets","","110000","5512"
"Sengerema","Sengerema","-2.66667","32.65","Tanzania","TZ","","Mwanza","","110000","5513"
"Bataysk","Bataysk","47.13746","39.75713","Russia","RU","","Rostov","","109962","5514"
"Pisa","Pisa","43.70853","10.4036","Italy","IT","","Tuscany","","109960","5515"
"Linshui","Linshui","36.42472","114.20472","China","CN","","Hebei","","109955","5516"
"Kamagaya","Kamagaya","35.76971","140.00238","Japan","JP","","Chiba","","109932","5517"
